Volume,Chapter,PDF_Paragraphs,Extracted_Paragraphs,Difference,Match_Percent
5,853(190),1,2,-1,200.0
5,854(191),0,1,-1,0.0
5,855(192),1,2,-1,200.0
5,856(193),4,5,-1,125.0
5,857(194),2,3,-1,150.0
5,858(195),0,1,-1,0.0
5,859(196),0,1,-1,0.0
5,860(197),4,3,1,75.0
5,861(1),2,3,-1,150.0
5,862(2),4,6,-2,150.0
5,863(3),2,3,-1,150.0
5,864(4),4,5,-1,125.0
5,865(5),1,2,-1,200.0
5,866(6),1,2,-1,200.0
5,867(7),5,6,-1,120.0
5,868(8),2,3,-1,150.0
5,869(9),2,3,-1,150.0
5,870(10),4,5,-1,125.0
5,871(11),3,2,1,66.7
5,872(12),5,6,-1,120.0
5,873(13),5,5,0,100.0
5,874(14),0,1,-1,0.0
5,875(15),3,4,-1,133.3
5,876(16),2,3,-1,150.0
5,877(17),1,2,-1,200.0
5,878(18),0,1,-1,0.0
5,879(19),3,4,-1,133.3
5,880(20),2,3,-1,150.0
5,881(21),0,1,-1,0.0
5,882(22),3,4,-1,133.3
5,883(23),3,4,-1,133.3
5,884(24),10,11,-1,110.0
5,886(26),30,31,-1,103.3
5,897(37),0,1,-1,0.0
5,899(39),1,2,-1,200.0
5,900(40),5,5,0,100.0
5,901(41),32,33,-1,103.1
5,902(42),2,3,-1,150.0
5,903(43),4,6,-2,150.0
5,904(44),2,3,-1,150.0
5,905(45),3,4,-1,133.3
5,906(46),2,3,-1,150.0
5,907(47),1,2,-1,200.0
5,908(48),5,6,-1,120.0
5,909(49),2,3,-1,150.0
5,910(50),8,9,-1,112.5
5,911(51),2,3,-1,150.0
5,912(52),1,2,-1,200.0
5,913(53),2,3,-1,150.0
5,914(54),2,3,-1,150.0
5,915(55),10,11,-1,110.0
5,916(56),2,3,-1,150.0
5,917(57),2,3,-1,150.0
5,918(58),3,4,-1,133.3
5,919(59),2,3,-1,150.0
5,920(60),3,5,-2,166.7
5,921(61),4,5,-1,125.0
5,922(62),1,2,-1,200.0
5,923(63),1,2,-1,200.0
5,924(64),1,2,-1,200.0
5,925(65),0,2,-2,0.0
5,926(66),0,1,-1,0.0
5,927(67),1,2,-1,200.0
5,928(68),1,2,-1,200.0
5,929(69),3,4,-1,133.3
5,930(70),2,3,-1,150.0
5,931(71),3,4,-1,133.3
5,932(72),0,1,-1,0.0
5,933(73),6,7,-1,116.7
5,934(74),2,3,-1,150.0
5,935(75),4,5,-1,125.0
5,936(76),1,2,-1,200.0
5,937(77),3,4,-1,133.3
5,938(78),4,6,-2,150.0
5,939(79),4,5,-1,125.0
5,940(80),3,4,-1,133.3
5,941(81),2,3,-1,150.0
5,942(82),3,4,-1,133.3
5,943(83),2,3,-1,150.0
5,944(84),1,3,-2,300.0
5,945(85),2,3,-1,150.0
5,946(86),2,4,-2,200.0
5,947(87),1,2,-1,200.0
5,948(88),1,2,-1,200.0
5,949(89),1,2,-1,200.0
5,950(90),2,3,-1,150.0
5,951(91),4,5,-1,125.0
5,952(92),3,4,-1,133.3
5,953(93),2,3,-1,150.0
5,954(94),0,1,-1,0.0
5,955(95),2,3,-1,150.0
5,956(96),2,3,-1,150.0
5,957(97),3,4,-1,133.3
5,958(98),2,3,-1,150.0
5,959(99),1,2,-1,200.0
5,960(100),1,2,-1,200.0
5,961(101),2,3,-1,150.0
5,962(102),3,4,-1,133.3
5,963(103),7,8,-1,114.3
5,964(104),5,6,-1,120.0
5,965(105),2,3,-1,150.0
5,966(106),1,2,-1,200.0
5,967(107),2,3,-1,150.0
5,968(108),0,1,-1,0.0
5,969(109),2,3,-1,150.0
5,970(110),2,3,-1,150.0
5,971(111),3,4,-1,133.3
5,972(112),15,16,-1,106.7
5,973(113),3,4,-1,133.3
5,974(114),7,8,-1,114.3
5,975(115),4,5,-1,125.0
5,976(116),3,4,-1,133.3
5,977(117),7,6,1,85.7
5,978(1),4,5,-1,125.0
5,979(2),2,5,-3,250.0
5,980(3),1,2,-1,200.0
5,981(4),0,1,-1,0.0
5,982(5),6,7,-1,116.7
5,983(6),2,3,-1,150.0
5,984(7),1,2,-1,200.0
5,985(8),0,1,-1,0.0
5,986(9),1,2,-1,200.0
5,987(10),1,2,-1,200.0
5,988(11),2,3,-1,150.0
5,989(12),2,3,-1,150.0
5,990(13),1,3,-2,300.0
5,991(14),1,2,-1,200.0
5,992(15),5,4,1,80.0
5,993(16),1,3,-2,300.0
5,994(17),1,2,-1,200.0
5,995(18),1,2,-1,200.0
5,996(19),2,3,-1,150.0
5,997(20),2,3,-1,150.0
5,998(21),3,4,-1,133.3
5,999(22),2,3,-1,150.0
5,1000(23),3,4,-1,133.3
5,1002(25),4,5,-1,125.0
5,1003(26),1,2,-1,200.0
5,1004(27),1,2,-1,200.0
5,1005(28),2,3,-1,150.0
5,1006(29),2,3,-1,150.0
5,1007(30),7,8,-1,114.3
6,1009(32),2,4,-2,200.0
6,1010(33),2,3,-1,150.0
6,1011(34),6,7,-1,116.7
6,1012(35),2,3,-1,150.0
6,1013(36),1,2,-1,200.0
6,1014(37),1,2,-1,200.0
6,1015(38),2,3,-1,150.0
6,1016(39),1,2,-1,200.0
6,1017(40),0,1,-1,0.0
6,1018(41),3,4,-1,133.3
6,1019(42),1,2,-1,200.0
6,1020(43),0,1,-1,0.0
6,1021(44),1,2,-1,200.0
6,1022(45),1,2,-1,200.0
6,1023(46),1,2,-1,200.0
6,1024(47),2,3,-1,150.0
6,1025(48),4,5,-1,125.0
6,1026(49),0,1,-1,0.0
6,1027(50),4,5,-1,125.0
6,1028(51),3,2,1,66.7
6,1029(52),3,4,-1,133.3
6,1030(53),3,4,-1,133.3
6,1031(54),1,2,-1,200.0
6,1032(55),1,2,-1,200.0
6,1033(56),2,3,-1,150.0
6,1034(57),4,5,-1,125.0
6,1035(58),2,3,-1,150.0
6,1036(59),1,2,-1,200.0
6,1037(60),5,4,1,80.0
6,1038(61),0,1,-1,0.0
6,1039(62),0,1,-1,0.0
6,1040(63),1,2,-1,200.0
6,1041(64),1,2,-1,200.0
6,1042(65),1,2,-1,200.0
6,1043(66),2,3,-1,150.0
6,1044(67),3,4,-1,133.3
6,1045(68),4,5,-1,125.0
6,1046(69),8,9,-1,112.5
6,1047(70),3,4,-1,133.3
6,1048(71),1,2,-1,200.0
6,1049(72),1,2,-1,200.0
6,1050(73),4,5,-1,125.0
6,1051(74),2,4,-2,200.0
6,1052(75),1,2,-1,200.0
6,1053(76),3,4,-1,133.3
6,1054(77),0,2,-2,0.0
6,1055(78),3,5,-2,166.7
6,1056(79),1,2,-1,200.0
6,1057(80),2,3,-1,150.0
6,1058(81),2,3,-1,150.0
6,1059(82),2,3,-1,150.0
6,1060(83),2,3,-1,150.0
6,1061(84),1,2,-1,200.0
6,1062(85),5,6,-1,120.0
6,1063(86),1,2,-1,200.0
6,1064(87),1,2,-1,200.0
6,1065(88),3,4,-1,133.3
6,1066(89),0,1,-1,0.0
6,1067(90),4,5,-1,125.0
6,1068(91),3,4,-1,133.3
6,1069(92),1,2,-1,200.0
6,1070(93),0,1,-1,0.0
6,1071(94),1,2,-1,200.0
6,1072(95),2,4,-2,200.0
6,1073(96),2,3,-1,150.0
6,1074(97),3,4,-1,133.3
6,1075(98),2,3,-1,150.0
6,1076(99),1,2,-1,200.0
6,1077(100),3,4,-1,133.3
6,1078(101),6,8,-2,133.3
6,1079(102),7,8,-1,114.3
6,1080(103),3,4,-1,133.3
6,1081(104),2,3,-1,150.0
6,1082(105),2,3,-1,150.0
6,1083(106),1,2,-1,200.0
6,1084(107),4,6,-2,150.0
6,1085(108),2,3,-1,150.0
6,1086(109),1,2,-1,200.0
6,1087(110),2,3,-1,150.0
6,1088(111),0,1,-1,0.0
6,1089(112),2,3,-1,150.0
6,1090(113),1,2,-1,200.0
6,1091(114),5,7,-2,140.0
6,1092(115),2,3,-1,150.0
6,1093(116),1,2,-1,200.0
6,1094(117),4,5,-1,125.0
6,1095(118),4,5,-1,125.0
6,1096(119),2,3,-1,150.0
6,1097(120),8,9,-1,112.5
6,1098(121),5,5,0,100.0
6,1099(122),9,10,-1,111.1
6,1100(123),3,5,-2,166.7
6,1101(124),0,2,-2,0.0
6,1102(125),1,2,-1,200.0
6,1103(126),1,2,-1,200.0
6,1104(127),2,3,-1,150.0
6,1105(128),1,2,-1,200.0
6,1106(129),1,2,-1,200.0
6,1107(130),4,5,-1,125.0
6,1108(131),9,10,-1,111.1
6,1109(132),3,4,-1,133.3
6,1110(133),5,6,-1,120.0
6,1111(134),7,8,-1,114.3
6,1112(135),3,4,-1,133.3
6,1113(136),0,1,-1,0.0
6,1114(137),4,5,-1,125.0
6,1115(138),3,4,-1,133.3
6,1116(139),3,4,-1,133.3
6,1117(140),2,3,-1,150.0
6,1118(141),2,5,-3,250.0
6,1119(142),2,3,-1,150.0
6,1120(143),2,3,-1,150.0
6,1121(144),2,3,-1,150.0
6,1122(145),5,6,-1,120.0
6,1123(146),3,4,-1,133.3
6,1124(147),3,4,-1,133.3
6,1125(148),3,4,-1,133.3
6,1126(149),2,3,-1,150.0
6,1127(150),8,9,-1,112.5
6,1128(151),1,2,-1,200.0
6,1129(152),3,5,-2,166.7
6,1130(153),2,3,-1,150.0
6,1131(154),8,8,0,100.0
6,1132(155),1,2,-1,200.0
6,1133(156),1,2,-1,200.0
6,1134(157),5,6,-1,120.0
6,1135(158),5,6,-1,120.0
6,1136(159),3,4,-1,133.3
6,1137(160),2,3,-1,150.0
6,1138(161),3,5,-2,166.7
6,1139(162),4,5,-1,125.0
6,1140(163),3,4,-1,133.3
6,1141(164),22,24,-2,109.1
6,1143(166),2,3,-1,150.0
6,1144(167),3,4,-1,133.3
6,1145(168),1,2,-1,200.0
6,1146(169),3,4,-1,133.3
6,1147(170),4,5,-1,125.0
6,1148(171),6,7,-1,116.7
6,1149(172),8,10,-2,125.0
6,1150(173),6,8,-2,133.3
7,1151(1),33,3,30,9.1
7,1152(2),1,2,-1,200.0
7,1153(3),1,1,0,100.0
7,1154(4),8,8,0,100.0
7,1155(5),7,7,0,100.0
7,1156(6),2,2,0,100.0
7,1157(7),4,4,0,100.0
7,1158(8),3,3,0,100.0
7,1159(9),2,2,0,100.0
7,1160(10),2,2,0,100.0
7,1161(11),2,2,0,100.0
7,1162(12),6,6,0,100.0
7,1163(13),3,3,0,100.0
7,1164(14),3,3,0,100.0
7,1165(15),4,4,0,100.0
7,1166(16),4,4,0,100.0
7,1167(17),5,5,0,100.0
7,1168(18),4,4,0,100.0
7,1169(19),4,4,0,100.0
7,1170(20),3,3,0,100.0
7,1171(21),4,4,0,100.0
7,1172(22),5,5,0,100.0
7,1173(23),3,3,0,100.0
7,1174(24),15,15,0,100.0
7,1175(25),2,2,0,100.0
7,1176(26),7,7,0,100.0
7,1177(27),5,5,0,100.0
7,1178(28),4,4,0,100.0
7,1179(29),1,1,0,100.0
7,1180(30),3,3,0,100.0
7,1181(31),7,7,0,100.0
7,1182(32),8,8,0,100.0
7,1183(33),5,5,0,100.0
7,1184(34),3,3,0,100.0
7,1185(35),5,5,0,100.0
7,1186(36),1,1,0,100.0
7,1187(37),2,2,0,100.0
7,1188(38),2,2,0,100.0
7,1189(39),3,3,0,100.0
7,1190(40),8,8,0,100.0
7,1191(41),1,1,0,100.0
7,1192(42),3,3,0,100.0
7,1193(43),1,1,0,100.0
7,1194(44),9,9,0,100.0
7,1195(45),4,4,0,100.0
7,1196(46),2,2,0,100.0
7,1197(47),1,1,0,100.0
7,1198(48),1,1,0,100.0
7,1199(49),9,9,0,100.0
7,1200(50),5,5,0,100.0
7,1201(51),2,2,0,100.0
7,1202(52),1,1,0,100.0
7,1203(53),1,1,0,100.0
7,1204(54),2,2,0,100.0
7,1205(55),4,4,0,100.0
7,1206(56),4,4,0,100.0
7,1207(57),4,4,0,100.0
7,1208(58),2,2,0,100.0
7,1209(59),3,3,0,100.0
7,1210(60),5,5,0,100.0
7,1211(61),1,1,0,100.0
7,1212(62),6,6,0,100.0
7,1213(63),5,5,0,100.0
7,1214(64),2,2,0,100.0
7,1215(65),4,4,0,100.0
7,1216(66),6,6,0,100.0
7,1217(67),5,5,0,100.0
7,1218(68),6,6,0,100.0
7,1219(69),6,5,1,83.3
7,1220(1),4,4,0,100.0
7,1221(2),2,2,0,100.0
7,1222(3),2,2,0,100.0
7,1223(4),2,2,0,100.0
7,1224(5),3,3,0,100.0
7,1225(6),2,2,0,100.0
7,1226(7),5,5,0,100.0
7,1227(8),2,2,0,100.0
7,1228(9),5,5,0,100.0
7,1229(10),5,5,0,100.0
7,1230(11),4,4,0,100.0
7,1231(12),2,2,0,100.0
7,1232(13),3,3,0,100.0
7,1233(14),3,3,0,100.0
7,1234(15),5,5,0,100.0
7,1235(16),8,7,1,87.5
7,1236(17),3,3,0,100.0
7,1237(18),4,4,0,100.0
7,1238(19),1,1,0,100.0
7,1239(20),1,1,0,100.0
7,1240(21),3,3,0,100.0
7,1241(22),5,5,0,100.0
7,1242(23),3,3,0,100.0
7,1243(24),4,4,0,100.0
7,1244(25),2,2,0,100.0
7,1245(26),3,3,0,100.0
7,1246(27),5,5,0,100.0
7,1247(28),8,7,1,87.5
7,1248(29),6,6,0,100.0
7,1249(30),7,7,0,100.0
7,1250(31),9,9,0,100.0
7,1251(32),3,3,0,100.0
7,1252(33),2,2,0,100.0
7,1253(34),7,8,-1,114.3
7,1254(35),3,3,0,100.0
7,1255(36),3,3,0,100.0
7,1256(37),7,10,-3,142.9
7,1257(38),5,5,0,100.0
7,1258(39),3,3,0,100.0
7,1259(40),2,2,0,100.0
7,1260(41),3,3,0,100.0
7,1261(42),5,5,0,100.0
7,1262(43),4,3,1,75.0
7,1263(44),5,5,0,100.0
7,1264(45),7,7,0,100.0
7,1265(46),4,4,0,100.0
7,1266(47),4,4,0,100.0
7,1267(48),3,4,-1,133.3
7,1268(49),4,4,0,100.0
7,1269(50),5,5,0,100.0
7,1270(51),4,3,1,75.0
7,1271(52),2,3,-1,150.0
7,1272(53),6,5,1,83.3
7,1273(54),4,4,0,100.0
7,1274(55),4,4,0,100.0
7,1275(56),4,4,0,100.0
7,1276(57),5,5,0,100.0
7,1277(58),2,2,0,100.0
7,1278(59),7,7,0,100.0
7,1279(60),7,7,0,100.0
7,1280(61),4,4,0,100.0
7,1281(62),5,5,0,100.0
7,1282(63),4,4,0,100.0
7,1283(64),4,4,0,100.0
7,210,1,0,1,0.0
7,243,1,0,1,0.0
7,195,2,0,2,0.0
7,153,1,0,1,0.0
7,41,0,0,0,0.0
7,1025,1,0,1,0.0
7,257,2,0,2,0.0
7,65,0,0,0,0.0
7,2394,1,0,1,0.0
7,15,0,0,0,0.0
7,373,1,0,1,0.0
7,169,2,0,2,0.0
7,206,1,0,1,0.0
7,21,0,0,0,0.0
7,557,1,0,1,0.0
7,12,0,0,0,0.0
7,263,1,0,1,0.0
7,155,1,0,1,0.0
7,174,1,0,1,0.0
7,50,1,0,1,0.0
7,11,0,0,0,0.0
7,298,1,0,1,0.0
7,57,1,0,1,0.0
7,82,1,0,1,0.0
7,344,1,0,1,0.0
7,429,1,0,1,0.0
7,222,1,0,1,0.0
7,191,2,0,2,0.0
7,97,1,0,1,0.0
7,99,1,0,1,0.0
7,23,0,0,0,0.0
7,734,1,0,1,0.0
7,232,1,0,1,0.0
7,327,1,0,1,0.0
7,75,1,0,1,0.0
7,30,0,0,0,0.0
7,1158,1,0,1,0.0
7,37,0,0,0,0.0
7,1175,1,0,1,0.0
7,74,0,0,0,0.0
7,2293,1,0,1,0.0
7,61,1,0,1,0.0
7,18,0,0,0,0.0
7,727,1,0,1,0.0
7,201,1,0,1,0.0
7,43,0,0,0,0.0
7,1694,1,0,1,0.0
7,88,1,0,1,0.0
7,19,0,0,0,0.0
7,519,1,0,1,0.0
7,16,1,0,1,0.0
7,117,1,0,1,0.0
7,36,0,0,0,0.0
7,1247,1,0,1,0.0
7,294,1,0,1,0.0
7,282,1,0,1,0.0
7,353,1,0,1,0.0
7,39,0,0,0,0.0
7,1009,1,0,1,0.0
7,179,1,0,1,0.0
7,575,1,0,1,0.0
7,311,1,0,1,0.0
7,541,1,0,1,0.0
7,121,1,0,1,0.0
7,24,1,0,1,0.0
7,726,1,0,1,0.0
7,2055,1,0,1,0.0
7,14,0,0,0,0.0
7,351,1,0,1,0.0
7,122,1,0,1,0.0
7,101,1,0,1,0.0
7,231,1,0,1,0.0
7,28,0,0,0,0.0
7,755,1,0,1,0.0
7,378,1,0,1,0.0
7,87,1,0,1,0.0
7,27,0,0,0,0.0
7,994,1,0,1,0.0
7,77,0,0,0,0.0
7,3947,1,0,1,0.0
7,634,1,0,1,0.0
7,717,1,0,1,0.0
7,20,0,0,0,0.0
7,643,1,0,1,0.0
7,365,1,0,1,0.0
7,2914,1,0,1,0.0
7,33,0,0,0,0.0
7,1642,1,0,1,0.0
7,692,1,0,1,0.0
7,538,1,0,1,0.0
7,69,0,0,0,0.0
7,3870,0,0,0,0.0
7,844,1,0,1,0.0
7,664,1,0,1,0.0
7,25,0,0,0,0.0
7,1261,1,0,1,0.0
7,546,1,0,1,0.0
7,514,1,0,1,0.0
7,177,1,0,1,0.0
7,17,0,0,0,0.0
7,468,1,0,1,0.0
7,44,1,0,1,0.0
7,128,0,0,0,0.0
7,4511,1,0,1,0.0
7,1560,1,0,1,0.0
7,186,0,0,0,0.0
7,6935,1,0,1,0.0
7,152,0,0,0,0.0
7,6409,1,0,1,0.0
7,84,1,0,1,0.0
7,96,0,0,0,0.0
7,2741,0,0,0,0.0
7,35,0,0,0,0.0
7,736,1,0,1,0.0
7,234,1,0,1,0.0
7,91,1,0,1,0.0
7,273,0,0,0,0.0
7,106,0,0,0,0.0
7,194,0,0,0,0.0
7,45,0,0,0,0.0
7,2442,1,0,1,0.0
7,68,0,0,0,0.0
7,3426,1,0,1,0.0
7,205,20,0,20,0.0
8,1284(1),6,6,0,100.0
8,1285(2),0,1,-1,0.0
8,1286(3),0,1,-1,0.0
8,1287(4),1,2,-1,200.0
8,1288(5),2,3,-1,150.0
8,1289(6),1,2,-1,200.0
8,1290(7),3,5,-2,166.7
8,1291(8),10,11,-1,110.0
8,1292(9),5,6,-1,120.0
8,1293(10),2,3,-1,150.0
8,1294(11),2,3,-1,150.0
8,1295(12),0,1,-1,0.0
8,1296(13),1,2,-1,200.0
8,1297(14),1,2,-1,200.0
8,1298(15),3,6,-3,200.0
8,1299(16),6,7,-1,116.7
8,1300(17),1,2,-1,200.0
8,1301(18),2,3,-1,150.0
8,1302(1),3,4,-1,133.3
8,1303(2),1,2,-1,200.0
8,1304(3),1,2,-1,200.0
8,1305(4),1,2,-1,200.0
8,1306(5),1,2,-1,200.0
8,1307(6),1,2,-1,200.0
8,1308(7),1,2,-1,200.0
8,1309(8),3,3,0,100.0
8,1310(9),3,4,-1,133.3
8,1311(10),1,2,-1,200.0
8,1312(11),1,2,-1,200.0
8,1313(12),1,2,-1,200.0
8,1314(13),1,2,-1,200.0
8,1315(14),3,4,-1,133.3
8,1316(15),1,2,-1,200.0
8,1317(16),2,3,-1,150.0
8,1318(17),0,1,-1,0.0
8,1319(18),0,1,-1,0.0
8,1320(19),0,1,-1,0.0
8,1321(20),0,1,-1,0.0
8,1322(21),0,1,-1,0.0
8,1323(22),2,3,-1,150.0
8,1324(23),3,4,-1,133.3
8,1325(24),0,2,-2,0.0
8,1326(25),11,12,-1,109.1
8,1327(26),4,4,0,100.0
8,1328(27),5,6,-1,120.0
8,1329(1),2,3,-1,150.0
8,1330(2),2,3,-1,150.0
8,1331(3),3,4,-1,133.3
8,1332(4),0,1,-1,0.0
8,1333(5),0,1,-1,0.0
8,1334(6),0,1,-1,0.0
8,1335(7),1,2,-1,200.0
8,1336(8),0,1,-1,0.0
8,1337(9),0,1,-1,0.0
8,1338(10),0,1,-1,0.0
8,1339(11),6,8,-2,133.3
8,1340(12),0,1,-1,0.0
8,1341(13),0,1,-1,0.0
8,1342(14),0,1,-1,0.0
8,1343(15),2,3,-1,150.0
8,1344(16),0,1,-1,0.0
8,1345(17),0,1,-1,0.0
8,1346(18),0,1,-1,0.0
8,1347(19),0,1,-1,0.0
8,1348(20),0,1,-1,0.0
8,1349(21),0,1,-1,0.0
8,1350(22),0,1,-1,0.0
8,1351(23),0,1,-1,0.0
8,1352(24),3,4,-1,133.3
8,1353(25),1,2,-1,200.0
8,1354(26),2,3,-1,150.0
8,1355(27),4,5,-1,125.0
8,1356(28),4,5,-1,125.0
8,1357(29),19,20,-1,105.3
8,1358(30),5,6,-1,120.0
8,1359(31),3,4,-1,133.3
8,1360(32),2,3,-1,150.0
8,1361(33),0,1,-1,0.0
8,1362(34),0,1,-1,0.0
8,1363(35),9,10,-1,111.1
8,1365(37),5,6,-1,120.0
8,1366(38),3,4,-1,133.3
8,1367(39),3,4,-1,133.3
8,1368(40),1,2,-1,200.0
8,1369(41),0,2,-2,0.0
8,1370(42),0,1,-1,0.0
8,1371(43),0,1,-1,0.0
8,1372(44),0,1,-1,0.0
8,1373(45),2,3,-1,150.0
8,1374(46),2,3,-1,150.0
8,1375(47),5,7,-2,140.0
8,1376(48),1,2,-1,200.0
8,1377(49),5,6,-1,120.0
8,1378(50),1,2,-1,200.0
8,1379(51),1,2,-1,200.0
8,1380(52),2,3,-1,150.0
8,1381(53),2,3,-1,150.0
8,1382(54),3,4,-1,133.3
8,1383(55),3,4,-1,133.3
8,1384(56),3,4,-1,133.3
8,1385(57),2,3,-1,150.0
8,1386(58),2,3,-1,150.0
8,1387(59),5,9,-4,180.0
8,1388(60),3,7,-4,233.3
8,1389(61),1,3,-2,300.0
8,1390(62),1,2,-1,200.0
8,1391(63),1,3,-2,300.0
8,1392(64),3,4,-1,133.3
8,1393(65),5,6,-1,120.0
8,1394(66),1,2,-1,200.0
8,1395(67),3,4,-1,133.3
8,1396(68),3,4,-1,133.3
8,1397(69),6,7,-1,116.7
8,1398(70),3,4,-1,133.3
8,1399(71),2,3,-1,150.0
8,1400(72),3,4,-1,133.3
8,1401(73),3,5,-2,166.7
8,1402(74),10,11,-1,110.0
8,1403(75),0,1,-1,0.0
8,1404(76),5,6,-1,120.0
8,1405(77),1,2,-1,200.0
8,1406(78),4,5,-1,125.0
8,1407(79),9,10,-1,111.1
8,1408(80),2,4,-2,200.0
8,1409(81),1,2,-1,200.0
8,1410(82),5,6,-1,120.0
8,1411(83),5,6,-1,120.0
8,1412(84),3,4,-1,133.3
8,1413(85),3,4,-1,133.3
8,1414(86),2,4,-2,200.0
8,1415(87),1,2,-1,200.0
8,1416(88),4,5,-1,125.0
8,1417(89),2,3,-1,150.0
8,1418(90),0,1,-1,0.0
8,1419(91),1,2,-1,200.0
8,1420(92),3,4,-1,133.3
8,1421(93),1,2,-1,200.0
8,1422(94),1,2,-1,200.0
8,1423(95),1,2,-1,200.0
8,1424(96),3,4,-1,133.3
8,1425(97),1,3,-2,300.0
8,1426(98),1,2,-1,200.0
8,1427(99),5,6,-1,120.0
8,1428(100),0,1,-1,0.0
8,1429(101),4,6,-2,150.0
8,1430(102),1,2,-1,200.0
8,1431(103),2,3,-1,150.0
8,1432(104),4,5,-1,125.0
8,1433(105),4,5,-1,125.0
8,1434(106),2,3,-1,150.0
8,1435(107),2,3,-1,150.0
8,1436(108),1,2,-1,200.0
8,1437(109),1,2,-1,200.0
8,1438(110),1,2,-1,200.0
8,1439(111),1,2,-1,200.0
8,1440(112),6,7,-1,116.7
8,1441(113),3,4,-1,133.3
8,1442(114),1,2,-1,200.0
8,1443(115),1,2,-1,200.0
8,1444(116),1,2,-1,200.0
8,1445(117),2,3,-1,150.0
8,1446(118),0,2,-2,0.0
8,1447(119),0,1,-1,0.0
8,1448(120),4,5,-1,125.0
8,1449(121),4,5,-1,125.0
8,1450(122),3,4,-1,133.3
8,1451(123),2,3,-1,150.0
8,1452(124),8,9,-1,112.5
8,1453(125),2,3,-1,150.0
8,1454(126),2,3,-1,150.0
8,1455(127),1,2,-1,200.0
8,1456(128),3,3,0,100.0
8,1457(129),3,4,-1,133.3
8,1458(130),1,2,-1,200.0
8,1459(131),0,1,-1,0.0
8,1460(132),0,1,-1,0.0
8,1461(133),1,2,-1,200.0
8,1462(134),0,1,-1,0.0
8,1463(135),1,2,-1,200.0
8,1464(136),11,12,-1,109.1
8,1465(137),14,15,-1,107.1
8,1466(138),2,3,-1,150.0
8,1467(139),5,6,-1,120.0
8,1468(140),3,4,-1,133.3
8,1469(141),4,5,-1,125.0
8,1470(142),2,3,-1,150.0
8,1471(143),0,1,-1,0.0
8,1472(144),0,1,-1,0.0
8,1473(145),0,1,-1,0.0
8,1474(146),1,2,-1,200.0
8,1475(147),4,5,-1,125.0
8,1476(148),2,3,-1,150.0
8,1477(149),13,14,-1,107.7
8,1478(150),2,3,-1,150.0
8,1479(151),2,3,-1,150.0
8,1480(152),1,2,-1,200.0
8,1481(153),3,4,-1,133.3
8,1482(154),2,3,-1,150.0
8,1483(155),0,1,-1,0.0
8,1484(156),1,2,-1,200.0
8,1485(157),1,2,-1,200.0
8,1486(158),1,2,-1,200.0
8,1487(159),5,6,-1,120.0
8,1488(160),6,7,-1,116.7
8,1489(161),5,6,-1,120.0
8,1490(162),5,6,-1,120.0
8,1491(163),1,3,-2,300.0
8,1492(164),3,4,-1,133.3
8,1493(165),2,3,-1,150.0
8,1494(166),3,4,-1,133.3
8,1495(167),4,4,0,100.0
8,1496(168),6,7,-1,116.7
8,1497(169),5,7,-2,140.0
8,1498(170),1,2,-1,200.0
8,1499(171),3,4,-1,133.3
8,1500(172),2,3,-1,150.0
8,1501(173),2,3,-1,150.0
8,1502(174),1,2,-1,200.0
8,1503(175),2,3,-1,150.0
8,1504(176),3,4,-1,133.3
8,1505(177),2,4,-2,200.0
8,1506(178),1,2,-1,200.0
8,1507(179),0,1,-1,0.0
8,1508(180),4,5,-1,125.0
8,1509(181),1,3,-2,300.0
8,1510(182),1,2,-1,200.0
8,1511(183),2,3,-1,150.0
8,1512(184),5,6,-1,120.0
8,1513(185),3,4,-1,133.3
8,1514(186),1,2,-1,200.0
8,1515(187),2,3,-1,150.0
8,1516(188),0,1,-1,0.0
8,1517(189),1,2,-1,200.0
8,1518(190),3,4,-1,133.3
8,1519(191),1,2,-1,200.0
8,1520(192),22,23,-1,104.5
8,1521(193),4,5,-1,125.0
8,1522(194),2,3,-1,150.0
8,1523(195),0,1,-1,0.0
8,1524(196),0,1,-1,0.0
8,1525(197),0,1,-1,0.0
8,1526(198),0,1,-1,0.0
8,1527(199),0,2,-2,0.0
9,1528(200),4,4,0,100.0
9,1529(201),3,2,1,66.7
9,1530(202),2,2,0,100.0
9,1531(203),3,2,1,66.7
9,1532(204),1,2,-1,200.0
9,1533(205),3,3,0,100.0
9,1534(206),1,1,0,100.0
9,1535(207),1,1,0,100.0
9,1536(208),2,1,1,50.0
9,1537(209),1,1,0,100.0
9,1538(210),2,2,0,100.0
9,1539(211),3,3,0,100.0
9,1540(212),1,2,-1,200.0
9,1541(213),2,2,0,100.0
9,1542(214),6,5,1,83.3
9,1543(215),1,2,-1,200.0
9,1544(216),8,8,0,100.0
9,1545(217),2,2,0,100.0
9,1546(218),22,24,-2,109.1
9,1547(219),2,2,0,100.0
9,1548(220),4,4,0,100.0
9,1549(221),6,6,0,100.0
9,1550(222),1,2,-1,200.0
9,1551(223),3,3,0,100.0
9,1552(224),4,5,-1,125.0
9,1553(225),2,1,1,50.0
9,1554(226),2,2,0,100.0
9,1555(227),1,1,0,100.0
9,1556(228),1,1,0,100.0
9,1557(229),3,2,1,66.7
9,1558(230),0,1,-1,0.0
9,1559(231),3,2,1,66.7
9,1560(232),1,1,0,100.0
9,1561(233),2,2,0,100.0
9,1562(234),4,4,0,100.0
